strategy,observed_count,observed_fraction,repeat,rank,beta,sigma_min,sigma_min_nonzero,condition_number,noise_amplification,noiseless_relative_error,noisy_ls_relative_error,noisy_ridge_relative_error
chord_first,7,0.28,2,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6427332027941937,0.6443138082844034
rank_greedy,7,0.28,2,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6712620111488444,0.6722499812214581
random,7,0.28,2,5,10,0.0,0.4851259194896291,inf,inf,0.48579605118956126,0.48890397729778334,0.4880845303887527
tree_first,7,0.28,3,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.690119230866767,0.688719482674547
chord_first,7,0.28,3,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6481931169768599,0.6472250607420263
rank_greedy,7,0.28,3,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6682709280047004,0.6694838444986566
random,7,0.28,3,6,10,0.0,0.44412013483998186,inf,inf,0.9477493325077414,0.9490823258915245,0.9489667143878993
tree_first,7,0.28,4,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6862583873767176,0.6858667891547312
chord_first,7,0.28,4,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6443957717695088,0.6435768498677017
rank_greedy,7,0.28,4,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.665975815563147,0.6650592803448987
random,7,0.28,4,6,10,0.0,0.31315924534460526,inf,inf,0.2967560587015192,0.3073326203799406,0.3232970224508481
tree_first,7,0.28,5,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6885551986869319,0.6883925701837144
chord_first,7,0.28,5,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.642399209349994,0.642419541545969
rank_greedy,7,0.28,5,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6660388551566875,0.6671506487765027
random,7,0.28,5,6,10,0.0,0.42335881311717666,inf,inf,0.7324519299293858,0.7359335545374421,0.7361139725170823
tree_first,7,0.28,6,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6884794105507357,0.689454946601826
chord_first,7,0.28,6,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6443559403638158,0.6430635588968183
rank_greedy,7,0.28,6,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.676826267666162,0.6750274849423042
random,7,0.28,6,7,10,0.0,0.333688802033777,inf,inf,0.5110649016564642,0.5229765749530222,0.5205829713142094
tree_first,7,0.28,7,5,10,0.0,0.3580690976763494,inf,inf,0.6852012602772961,0.6969880089522973,0.6981543675910117
chord_first,7,0.28,7,7,10,0.0,0.33072208958716354,inf,inf,0.6379060465610205,0.6402183302943653,0.6393599950414535
rank_greedy,7,0.28,7,7,10,0.0,0.44280818127290056,inf,inf,0.6642467402326976,0.6706984173825121,0.669095555299663
random,7,0.28,7,5,10,0.0,0.4883825839924433,inf,inf,0.7935322541363473,0.7960338672512096,0.7955989824799812
tree_first,8,0.32,0,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5504082314757409,0.5503974578080466
chord_first,8,0.32,0,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.4177724169388811,0.41934401416135386
rank_greedy,8,0.32,0,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.280800928710282,0.29056631720120446
random,8,0.32,0,8,10,0.0,0.2680933037641742,inf,inf,0.7002342312031803,0.710174621429795,0.7066364023612512
tree_first,8,0.32,1,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5611133072181482,0.5596334062037578
chord_first,8,0.32,1,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.41194670984637766,0.41304799267368064
rank_greedy,8,0.32,1,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.27093974684789357,0.272117198582958
random,8,0.32,1,7,10,0.0,0.2878610450251312,inf,inf,0.554422838632798,0.5577084820342181,0.561595069713978
tree_first,8,0.32,2,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5445958010493898,0.544533959273744
chord_first,8,0.32,2,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.41939904546794265,0.41492048285005334
rank_greedy,8,0.32,2,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.27581678405619703,0.27261089227577356
random,8,0.32,2,7,10,0.0,0.4484101945685138,inf,inf,0.44380360191232865,0.45255607446394286,0.4514519085372692
tree_first,8,0.32,3,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5494283220549919,0.5479731189865953
chord_first,8,0.32,3,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.4328790370046018,0.4410882283455997
rank_greedy,8,0.32,3,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.270100263281706,0.27426169002106904
random,8,0.32,3,7,10,0.0,0.35550564577547483,inf,inf,0.6379060465610208,0.6476138847233853,0.6471800478719867
tree_first,8,0.32,4,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.54739875005333,0.5465956980894954
chord_first,8,0.32,4,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.41216035545985547,0.4157250527458059
rank_greedy,8,0.32,4,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.279189547160633,0.28189513150023365
random,8,0.32,4,7,10,0.0,0.33945804092166465,inf,inf,0.4730778297769647,0.47841544592641144,0.4780488655236366
tree_first,8,0.32,5,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5449848036636152,0.5463260900608716
chord_first,8,0.32,5,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.4148627007088964,0.41875316590561934
rank_greedy,8,0.32,5,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.2870971974362791,0.2782141801677196
random,8,0.32,5,7,10,0.0,0.33149699307303127,inf,inf,0.6545404446022406,0.6570489535403504,0.6564849337927199
tree_first,8,0.32,6,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.545454756952819,0.546414190757052
chord_first,8,0.32,6,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.4126773173075706,0.41239502001694306
rank_greedy,8,0.32,6,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.27795036260315326,0.2735781484817589
random,8,0.32,6,7,10,0.0,0.2981225004920842,inf,inf,0.16707372843461854,0.22214242556112587,0.23358011761134934
tree_first,8,0.32,7,6,10,0.0,0.35756084325517806,inf,inf,0.5417912222980591,0.5447075346777616,0.545859299893862
chord_first,8,0.32,7,8,10,0.0,0.2905409395634646,inf,inf,0.40598845157777985,0.4110647412786476,0.41184680291539394
rank_greedy,8,0.32,7,8,10,0.0,0.3699275055032387,inf,inf,0.26302990085576067,0.28323393543445524,0.2707807067642441
random,8,0.32,7,8,10,0.0,0.27523265699200566,inf,inf,0.24139387385097064,0.25115130770202704,0.24947037274249798
tree_first,9,0.36,0,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.48202290024996775,0.48228973298372674
chord_first,9,0.36,0,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.33859440356089027,0.3413868584438985
rank_greedy,9,0.36,0,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.28372977406063604,0.29512018520739014
random,9,0.36,0,8,10,0.0,0.29933487599541697,inf,inf,0.5520122497949199,0.5690730039819287,0.5683428439370303
tree_first,9,0.36,1,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.4807044635096765,0.48214189746743263
chord_first,9,0.36,1,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.35631415943699424,0.3588882474302966
rank_greedy,9,0.36,1,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.28656565719947125,0.2998998456372363
random,9,0.36,1,8,10,0.0,0.32075261779694164,inf,inf,0.4898163754966963,0.5002690756360446,0.505700894615795
tree_first,9,0.36,2,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.4852935589910669,0.48845605558193306
chord_first,9,0.36,2,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.34521827520884374,0.3375658031743826
rank_greedy,9,0.36,2,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.27460390960849884,0.27845157097556894
random,9,0.36,2,9,10,0.0,0.2577300378975555,inf,inf,0.22188840470346866,0.2502974440704549,0.24009486122654394
tree_first,9,0.36,3,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.4814828738245972,0.4801275930131667
chord_first,9,0.36,3,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.3408825330499455,0.34250273468383424
rank_greedy,9,0.36,3,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.28181752585840397,0.2875767771033422
random,9,0.36,3,6,10,0.0,0.5195503430001115,inf,inf,0.7107034971851108,0.7129769502715892,0.7129017193854487
tree_first,9,0.36,4,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.48412874859013827,0.4863836339224537
chord_first,9,0.36,4,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.34974985804325925,0.34778670714286697
rank_greedy,9,0.36,4,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.2988232161013397,0.31237470827415126
random,9,0.36,4,8,10,0.0,0.23335010434253003,inf,inf,0.5509797683591093,0.5565763390573981,0.5619363300167809
tree_first,9,0.36,5,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.48278013208181564,0.48126978528211184
chord_first,9,0.36,5,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.3411813411912333,0.3442399509683594
rank_greedy,9,0.36,5,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.2829793369086553,0.283257635175387
random,9,0.36,5,8,10,0.0,0.3112805264166041,inf,inf,0.2796496173704321,0.28670096756004987,0.29698904097254303
tree_first,9,0.36,6,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.4923497783953138,0.49434334725260376
chord_first,9,0.36,6,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.38227499260927744,0.3777792051247358
rank_greedy,9,0.36,6,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.28659207018962657,0.2782132866262097
random,9,0.36,6,7,10,0.0,0.23437563191686503,inf,inf,0.4672097921796842,0.4806720900388126,0.4903259704064161
tree_first,9,0.36,7,7,10,0.0,0.35746489203870674,inf,inf,0.4730195257255019,0.49161557410615586,0.4957293607361218
chord_first,9,0.36,7,9,10,0.0,0.2900113728174373,inf,inf,0.33282062747481445,0.3510011659219301,0.3605774637924945
rank_greedy,9,0.36,7,9,10,0.0,0.292019042823778,inf,inf,0.26117315677529873,0.31894641906262927,0.3053022887309287
random,9,0.36,7,8,10,0.0,0.3363206002991123,inf,inf,0.7199857525168353,0.7299409211821738,0.7285682402705902
tree_first,10,0.4,0,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.24836540710464391,0.24674212350896424
chord_first,10,0.4,0,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.07911299661340733,0.07333532157077545
rank_greedy,10,0.4,0,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.07761728800815258,0.10949215183152188
random,10,0.4,0,7,10,1.73201642555414e-17,0.3965093629754141,inf,inf,0.3865184958650752,0.3932878444661843,0.3943222503084236
tree_first,10,0.4,1,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.25498968817417467,0.26428004016576073
chord_first,10,0.4,1,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.15538859366987587,0.1351285707810069
rank_greedy,10,0.4,1,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.0971666469869779,0.08886962094903966
random,10,0.4,1,9,10,2.2637000237463046e-17,0.253481169325117,inf,inf,0.11715659388964046,0.18439384095138064,0.22167375133016545
tree_first,10,0.4,2,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.2467885610016186,0.25084943928247283
chord_first,10,0.4,2,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.09251895451185906,0.07306085522443553
rank_greedy,10,0.4,2,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.0937806060883307,0.09543308421575564
random,10,0.4,2,9,10,1.7471020784713992e-18,0.2790292797901389,inf,inf,0.3745237184352539,0.3896734676881175,0.38662066306383147
tree_first,10,0.4,3,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.26986750934516873,0.2848939241710879
chord_first,10,0.4,3,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.10270361586633316,0.09791382340491096
rank_greedy,10,0.4,3,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.14098755141580865,0.1476179041401761
random,10,0.4,3,9,10,5.191059241753923e-17,0.2085752126482465,inf,inf,0.5057019338091382,0.5138547438547117,0.5121966132537291
tree_first,10,0.4,4,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.24623332655659125,0.2543178623351455
chord_first,10,0.4,4,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.12322106811849699,0.14262089617556217
rank_greedy,10,0.4,4,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.10539885641102359,0.1049220984237767
random,10,0.4,4,8,10,4.392677474530589e-19,0.2771648090941707,inf,inf,0.47635180961365103,0.48881972900485443,0.4867558764813693
tree_first,10,0.4,5,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.28561364397876804,0.2967615376628919
chord_first,10,0.4,5,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.13154550775679266,0.13007911121708832
rank_greedy,10,0.4,5,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.12919444357767854,0.17003979541255101
random,10,0.4,5,9,10,4.7209034222086064e-17,0.17753322185877715,inf,inf,0.44227956680982883,0.49944307746365657,0.4744326125679879
tree_first,10,0.4,6,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.2554508779569214,0.26025829223920305
chord_first,10,0.4,6,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.14893264236946824,0.126920476275018
rank_greedy,10,0.4,6,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.2628238160222067,0.1854678009684466
random,10,0.4,6,9,10,8.344783881438513e-17,0.23018002783740335,inf,inf,0.22638406990776752,0.3381803683004468,0.2736374824876821
tree_first,10,0.4,7,8,10,5.1469143861834057e-17,0.2911271690087658,inf,inf,0.23781696713925718,0.29222276662030766,0.2940576356306561
chord_first,10,0.4,7,10,10,0.25011296961901847,0.25011296961901847,3.783538711103136,3.998193302503416,1.5168161783830456e-14,0.13487649362229867,0.15681805777372015
rank_greedy,10,0.4,7,10,10,0.21314678356211447,0.21314678356211447,4.69160258150733,4.691602581507328,7.945466810267229e-15,0.1598903850930069,0.18783408957957146
random,10,0.4,7,9,10,1.0664710250187618e-16,0.22346804550567956,inf,inf,0.41636833193131295,0.43982229791894994,0.4413598541121822
tree_first,11,0.44,0,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.26479503440326857,0.2846041050093753
chord_first,11,0.44,0,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.111576173080401,0.09651007873909231
rank_greedy,11,0.44,0,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.18418338826913583,0.1824787663179273
random,11,0.44,0,10,10,0.16858685982804494,0.16858685982804494,5.684608852476311,5.9316603976133075,9.140143256845144e-15,0.10309501302322298,0.09980054850833332
tree_first,11,0.44,1,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.2607498334674603,0.27000707650335654
chord_first,11,0.44,1,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.06771471461080587,0.0733965402844547
rank_greedy,11,0.44,1,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.09975882480332705,0.09712480479428257
random,11,0.44,1,7,10,8.455459770224224e-18,0.39805717212893443,inf,inf,0.662973427905203,0.6670397667817737,0.6683956805520397
tree_first,11,0.44,2,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.24676800411894406,0.252857908305665
chord_first,11,0.44,2,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.1061325143602495,0.12761949082048699
rank_greedy,11,0.44,2,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.06709762277174063,0.07563255996227446
random,11,0.44,2,9,10,2.2501404894916874e-18,0.27134660207201744,inf,inf,0.15902533627999074,0.21034523886051498,0.23777442404888008
tree_first,11,0.44,3,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.25004742535539376,0.24635861840381984
chord_first,11,0.44,3,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.09888805889549439,0.08625248976935276
rank_greedy,11,0.44,3,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.1246594073046391,0.11801941047633376
random,11,0.44,3,10,10,0.2495768656836719,0.2495768656836719,3.9225141599568403,4.006781627218036,7.34700100294875e-15,0.08751044166641611,0.06766081255025165
tree_first,11,0.44,4,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.24795170641660705,0.2473810414052853
chord_first,11,0.44,4,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.12682899253244473,0.15699089580640205
rank_greedy,11,0.44,4,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.11277610333195136,0.12778532436392992
random,11,0.44,4,10,10,0.18785943607602085,0.18785943607602085,5.190838188367911,5.323128935590605,1.1755133448576877e-14,0.17597787668240922,0.159243857505352
tree_first,11,0.44,5,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.25233846237019814,0.25650064253970783
chord_first,11,0.44,5,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.11764083411703455,0.10806072844107657
rank_greedy,11,0.44,5,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.10280246920292868,0.10169003116323566
random,11,0.44,5,10,10,0.217780477653734,0.217780477653734,4.416928839178309,4.591779808610656,6.226411439066431e-15,0.24796467835576833,0.15786063394004723
tree_first,11,0.44,6,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.2542696843359564,0.2658094370425903
chord_first,11,0.44,6,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.1260965014730512,0.1296656952035904
rank_greedy,11,0.44,6,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.13641338266609618,0.1286652240092849
random,11,0.44,6,9,10,3.328963136849322e-17,0.3076772167616873,inf,inf,0.31473749989861716,0.3287603007628517,0.32979875545509696
tree_first,11,0.44,7,8,10,1.4228944724292082e-17,0.3020125463829029,inf,inf,0.23781696713925674,0.2649774199638082,0.25853128110939333
chord_first,11,0.44,7,10,10,0.3195364755104405,0.3195364755104405,2.9686734390872935,3.1295331727076214,7.505715288315958e-15,0.06002811485459668,0.0655367953373676
rank_greedy,11,0.44,7,10,10,0.29029775358156634,0.29029775358156634,3.4447390228220476,3.4447390228220462,7.440358211905305e-15,0.1484437526401982,0.15230411845896782
random,11,0.44,7,10,10,0.1896321105054864,0.1896321105054864,5.089375334809598,5.2733685098709495,8.309446408890046e-15,0.2545971198375164,0.301002151784881
tree_first,12,0.48,0,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.11866679698162465,0.16116177681821728
chord_first,12,0.48,0,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.0920079772361433,0.07915167469551485
rank_greedy,12,0.48,0,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.138708186659723,0.13057103221756475
random,12,0.48,0,9,10,1.0001598810015335e-16,0.29902045913837555,inf,inf,0.04696849338595749,0.07747860438561632,0.10524603791234691
tree_first,12,0.48,1,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.12596146417698095,0.1626235473039611
chord_first,12,0.48,1,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.11617793907014153,0.13384692385309463
rank_greedy,12,0.48,1,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.07992688464641133,0.08435160437102555
random,12,0.48,1,10,10,0.20841185613093943,0.20841185613093943,4.798191516377684,4.798191516377684,7.581693444881506e-15,0.18296415871781252,0.08189476800221336
tree_first,12,0.48,2,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.1172469833366226,0.07099848815935898
chord_first,12,0.48,2,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.1282575664418765,0.12001339359521411
rank_greedy,12,0.48,2,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.12062841886754017,0.11281504161773265
random,12,0.48,2,9,10,8.39692764158854e-18,0.359482384560434,inf,inf,0.04640509007612845,0.11529104422655052,0.11626231283949187
tree_first,12,0.48,3,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.055438273756597226,0.09288573786222433
chord_first,12,0.48,3,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.1406736209312357,0.15172978535272594
rank_greedy,12,0.48,3,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.14287290908078776,0.1343514461948367
random,12,0.48,3,9,10,1.9382189179738727e-17,0.24305347315428733,inf,inf,0.04640509007612842,0.08973849906168997,0.06828885772387194
tree_first,12,0.48,4,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.07834160923089538,0.0572875529580892
chord_first,12,0.48,4,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.06772525501300025,0.06071531882212654
rank_greedy,12,0.48,4,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.09239733790478347,0.08558393442963134
random,12,0.48,4,8,10,2.3362247524098626e-17,0.4556956209359899,inf,inf,0.6146377423689685,0.6222935012404152,0.6216362368898714
tree_first,12,0.48,5,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.09003604263835255,0.07521740765708032
chord_first,12,0.48,5,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.10176176768036108,0.11581819677931886
rank_greedy,12,0.48,5,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.12812662258868632,0.11685998475022503
random,12,0.48,5,9,10,9.143721434486911e-17,0.25632748192349897,inf,inf,0.4422795668098286,0.46218649149159824,0.4672007821450518
tree_first,12,0.48,6,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.1011996434647514,0.06713882347702983
chord_first,12,0.48,6,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.072217514523877,0.06399714731237782
rank_greedy,12,0.48,6,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.07373221262848904,0.08039930870095963
random,12,0.48,6,9,10,4.9967621051071206e-17,0.23871116214695334,inf,inf,0.11715659388964048,0.1311772615073732,0.1482296278946847
tree_first,12,0.48,7,9,10,1.2587980110770187e-16,0.2951894172653399,inf,inf,0.017438505739254064,0.06581121008992188,0.06922490995823805
chord_first,12,0.48,7,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.0703456669118918,0.0575535192875312
rank_greedy,12,0.48,7,10,10,0.3369072035282263,0.3369072035282263,2.968176368826795,2.968176368826793,7.331045672759954e-15,0.11575345787924866,0.12786286416543727
random,12,0.48,7,9,10,4.3387891379265686e-17,0.3501986698274824,inf,inf,0.22638406990776694,0.23785180985127596,0.24184950829588786
tree_first,13,0.52,0,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.10619293115832713,0.14067846954114535
chord_first,13,0.52,0,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.12290470738110122,0.1018243591584933
rank_greedy,13,0.52,0,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.07171051364966055,0.058788917936608696
random,13,0.52,0,9,10,3.7475175036901724e-17,0.4001680727999779,inf,inf,0.28711883363767055,0.29833051142697264,0.30281316310968814
tree_first,13,0.52,1,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.0765862463295069,0.09303733667693054
chord_first,13,0.52,1,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.07773331943859818,0.08461888448989828
rank_greedy,13,0.52,1,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.0843813289818165,0.06784274881285415
random,13,0.52,1,9,10,2.0083457267692538e-17,0.21825632058688732,inf,inf,0.10704868439041323,0.11664766003494495,0.13963243056568062
tree_first,13,0.52,2,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.07785244111714615,0.10585334346181614
chord_first,13,0.52,2,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.11930744024760066,0.1250986106773415
rank_greedy,13,0.52,2,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.08346558663571892,0.07761248448844542
random,13,0.52,2,8,10,1.6813405061168585e-17,0.3662630905087661,inf,inf,0.47279233424944045,0.47604397956162514,0.476866332654739
tree_first,13,0.52,3,9,10,7.048595105712081e-17,0.30160296933376,inf,inf,0.017438505739254224,0.09347854845422436,0.10530612642647416
chord_first,13,0.52,3,10,10,0.38125525175057473,0.38125525175057473,2.5390865093474186,2.6229146888033457,7.556860060039144e-15,0.07542190657265242,0.08152950708387406
rank_greedy,13,0.52,3,10,10,0.38233561806031563,0.38233561806031563,2.615503114968076,2.615503114968076,7.417752229561566e-15,0.07990236132786911,0.08532893539225121
